center,in_degree,out_degree,total_degree,weighted_in_degree,weighted_out_degree,weighted_total_degree,betweenness_centrality,pagerank,source_trips,source_delayed_trips,source_avg_delay_ratio,destination_trips,destination_delayed_trips,destination_avg_delay_ratio,total_trips_handled,total_delayed_trips_handled,hub_delay_rate,weighted_total_degree_scaled,betweenness_centrality_scaled,pagerank_scaled,hub_delay_rate_scaled,total_delayed_trips_handled_scaled,bottleneck_score
IND302006AAC,1,1,2,22,1,23,0.0,0.0005464914198312355,1.0,1.0,3.5,22.0,22.0,2.333333333333333,23.0,23.0,1.0,0.01105527638190955,0.0,0.02242592575865872,1.0,0.011923276308968377,0.15903749569355438
IND303702AAB,1,2,3,9,12,21,0.003828794313819928,0.00034701173412256053,12.0,12.0,1.589692140296979,9.0,9.0,2.210526315789474,21.0,21.0,1.0,0.010050251256281409,0.017385617487496525,0.012042036196789174,1.0,0.01088646967340591,0.1609003448763132
IND305001AAC,5,4,9,67,45,112,0.010041303618080186,0.0022226949586722877,45.0,45.0,2.021408951568249,67.0,67.0,2.4232920433064167,112.0,112.0,1.0,0.05577889447236181,0.04559510108694949,0.10968048688705266,1.0,0.058061171591498185,0.20598877200596308
IND306401AAB,3,4,7,34,60,94,0.011879989637608182,0.0011811187407718968,60.0,60.0,2.152733575662479,34.0,34.0,2.121695623984975,94.0,94.0,1.0,0.04673366834170855,0.05394412409394112,0.05546136989514597,1.0,0.04872991187143598,0.193571208868657
IND313001AAB,4,5,9,47,53,100,0.008822056326653718,0.001403151976713327,53.0,53.0,2.3288008267622504,47.0,47.0,2.0172879610508527,100.0,100.0,1.0,0.04974874371859297,0.04005879767287068,0.06701928163382519,1.0,0.05184033177812338,0.19363179144134945
IND332404AAA,2,1,3,9,12,21,0.003828794313819928,0.00033809757838185433,12.0,12.0,1.418918918918919,9.0,9.0,1.9923132183908046,21.0,21.0,1.0,0.010050251256281409,0.017385617487496525,0.011578010958229391,1.0,0.01088646967340591,0.16080753982860124
IND302020AAA,1,1,2,18,19,37,0.0,0.0004681617483039388,19.0,19.0,5.75,18.0,18.0,2.0416666666666665,37.0,37.0,1.0,0.018090452261306535,0.0,0.018348484711629864,1.0,0.01918092275790565,0.16106944842133844
IND302023AAA,1,0,1,19,0,19,0.0,0.000487744166185763,0.0,0.0,0.0,19.0,19.0,2.736842105263158,19.0,19.0,1.0,0.009045226130653268,0.0,0.019367844973387078,1.0,0.009849663037843442,0.15761232498301725
IND302026AAA,1,1,2,19,3,22,0.0,0.000487744166185763,3.0,3.0,11.5,19.0,19.0,4.705882352941177,22.0,22.0,1.0,0.010552763819095479,0.0,0.019367844973387078,1.0,0.011404872991187143,0.15822249089812934
IND303008AAB,1,1,2,5,5,10,2.736547134287841e-06,0.00021359031584022414,5.0,4.0,1.5333333333333334,5.0,5.0,1.9230769230769231,10.0,9.0,0.9,0.004522613065326634,1.2425990485178819e-05,0.005096801308786074,0.9,0.004665629860031105,0.13785296450471485
IND303301AAB,1,1,2,10,12,22,0.0,0.00031150240524934516,12.0,12.0,1.525,10.0,5.0,1.3125,22.0,17.0,0.7727272727272727,0.010552763819095479,0.0,0.010193602617572146,0.7727272727272727,0.008812856402280975,0.12190793084772135
IND303303AAA,2,1,3,15,16,31,2.6270852489163273e-05,0.0004400264172232573,16.0,13.0,1.344155844155844,15.0,15.0,2.2625,31.0,28.0,0.9032258064516129,0.015075376884422113,0.00011928950865771667,0.016883903645690642,0.9032258064516129,0.014515292897874546,0.14483661222983119
IND303603AAB,2,2,4,7,7,14,1.5507100427631098e-05,0.0004326839953233785,7.0,6.0,1.6938260358411763,7.0,3.0,1.3165204678362574,14.0,9.0,0.6428571428571429,0.006532663316582915,7.041394608267998e-05,0.0165016948114721,0.6428571428571429,0.004665629860031105,0.10207952418553691
IND303901AAA,1,1,2,10,3,13,0.0,0.00031150240524934516,3.0,3.0,1.9047619047619049,10.0,10.0,3.1176470588235294,13.0,13.0,1.0,0.006030150753768845,0.0,0.010193602617572146,1.0,0.00673924313115604,0.15455714468163004
IND304001AAA,2,1,3,4,1,5,1.20408073908665e-05,0.00040086158145960895,1.0,1.0,1.4827586206896552,4.0,4.0,2.1940476190476192,5.0,5.0,1.0,0.0020100502512562816,5.4674358134786806e-05,0.014845183122176215,1.0,0.002592016588906169,0.15387402026511893
IND303002AAA,1,1,2,9,10,19,0.0,0.0002645222966718241,10.0,10.0,1.8571428571428572,9.0,9.0,1.5217391304347827,19.0,19.0,1.0,0.009045226130653268,0.0,0.007748059065904099,1.0,0.009849663037843442,0.15528836780152064
IND303338AAB,2,1,3,6,6,12,6.567713122290818e-06,0.0003502983189814967,6.0,2.0,0.9385964912280702,6.0,4.0,1.2052631578947368,12.0,6.0,0.5,0.005527638190954774,2.9822377164429168e-05,0.012213118951856006,0.5,0.003110419906687403,0.07929855191840411
IND303106AAA,1,2,3,9,11,20,0.0004042792299721237,0.0002140096090239455,11.0,11.0,1.893771864067966,9.0,9.0,1.5483870967741935,20.0,20.0,1.0,0.00954773869346734,0.001835732994343751,0.005118627561912247,1.0,0.010368066355624676,0.15542480338767892
IND303108AAB,0,1,1,0,9,9,0.0,0.00011567822643110314,9.0,9.0,1.5483870967741935,0.0,0.0,0.0,9.0,9.0,1.0,0.004020100502512563,0.0,0.0,1.0,0.004665629860031105,0.1517048696046328
IND322230AAA,1,1,2,16,14,30,2.7000598391640033e-05,0.000489431524808922,14.0,14.0,1.6071428571428572,16.0,13.0,1.344155844155844,30.0,27.0,0.9,0.014572864321608042,0.00012260310612043104,0.01945568021100491,0.9,0.013996889580093312,0.1446645363361471
IND303503AAA,1,1,2,12,11,23,0.0,0.0005305620672498815,11.0,11.0,1.7272727272727273,12.0,12.0,1.6942528735632183,23.0,23.0,1.0,0.01105527638190955,0.0,0.02159672534454523,1.0,0.011923276308968377,0.1588716556107317
IND332001AAB,3,6,9,20,34,54,0.009670592699621993,0.0010374156444718284,34.0,31.0,1.6315223499728244,20.0,20.0,2.3771636150668414,54.0,51.0,0.9444444444444444,0.02663316582914573,0.0439117935758906,0.04798092357111348,0.9444444444444444,0.026438569206842923,0.17286487661317487
IND322001AAC,1,1,2,1,3,4,1.2770553293343258e-05,0.0004559776138981543,3.0,3.0,1.817391304347826,1.0,1.0,1.4827586206896552,4.0,4.0,1.0,0.0015075376884422112,5.798795559750116e-05,0.017714241151303566,1.0,0.002073613271124935,0.15424527163193938
IND305802AAA,1,1,2,11,6,17,0.001619306157595925,0.000578113651783095,6.0,6.0,2.0165912518853695,11.0,11.0,2.142857142857143,17.0,17.0,1.0,0.008040201005025126,0.007352872769763147,0.02407201700409751,1.0,0.008812856402280975,0.15998460030485873
IND305901AAA,1,2,3,17,7,24,0.0012106484522089408,0.0008303511565205451,7.0,7.0,5.400991775520078,17.0,17.0,2.0232558139534884,24.0,24.0,1.0,0.01155778894472362,0.0054972581906431095,0.03720220809724161,1.0,0.012441679626749611,0.16357045534730244
IND342602AAC,2,2,4,8,4,12,0.0008103828247004393,0.0008045843936516326,4.0,4.0,2.094553243574051,8.0,8.0,1.8900542755200775,12.0,12.0,1.0,0.005527638190954774,0.003679749982344288,0.03586092254705071,1.0,0.006220839813374806,0.16040715752474113
IND305404AAA,1,2,3,8,14,22,0.0028186435483164764,0.0010098719017508457,14.0,13.0,1.893668831168831,8.0,8.0,1.826361151986546,22.0,21.0,0.9545454545454546,0.010552763819095479,0.012798770199734185,0.04654713756168027,0.9545454545454546,0.01088646967340591,0.15996209964987254
IND305601AAC,1,1,2,13,18,31,0.0,0.0009130913818602366,18.0,18.0,1.957516339869281,13.0,12.0,1.4464285714285714,31.0,30.0,0.967741935483871,0.015075376884422113,0.0,0.04150923995965542,0.967741935483871,0.015552099533437013,0.15956479746563282
IND305624AAA,3,1,4,10,8,18,0.0028208327860239067,0.0010531519458752596,8.0,8.0,1.826361151986546,10.0,10.0,6.796596214243273,18.0,18.0,1.0,0.008542713567839198,0.012808710992122328,0.048800074730816836,1.0,0.00933125972006221,0.16649756004416308
IND341512AAA,1,1,2,6,5,11,0.0016171169198884948,0.0006069685077487033,5.0,5.0,1.7272727272727273,6.0,6.0,2.0165912518853695,11.0,11.0,1.0,0.005025125628140704,0.007342931977375004,0.02557405284602333,1.0,0.005702436495593571,0.15906219044492262
IND306116AAA,1,1,2,1,3,4,0.00040756308653326916,0.00047260015277063685,3.0,3.0,1.9390243902439024,1.0,1.0,1.5185185185185186,4.0,4.0,1.0,0.0015075376884422112,0.0018506441829259659,0.018579525289267474,1.0,0.002073613271124935,0.15486649251636428
IND306001AAA,1,0,1,3,0,3,0.0,0.0005176273381114492,0.0,0.0,0.0,3.0,3.0,1.9390243902439024,3.0,3.0,1.0,0.0010050251256281408,0.0,0.020923409671277475,1.0,0.0015552099533437014,0.1546692197086641
IND306304AAB,1,1,2,1,1,2,0.0,0.00028636223619915574,1.0,1.0,1.9130434782608696,1.0,1.0,2.1627906976744184,2.0,2.0,1.0,0.0005025125628140704,0.0,0.00888493432858584,1.0,0.0010368066355624676,0.15205813600175505
IND311302AAA,2,1,3,4,3,7,0.0008060043492855788,0.0008706599144110072,3.0,3.0,7.090909090909091,4.0,4.0,1.9696796338672768,7.0,7.0,1.0,0.003015075376884422,0.0036598683975680017,0.03930047534096473,1.0,0.0036288232244686366,0.16007315449547632
IND342005AAD,2,4,6,32,19,51,0.00524176481749055,0.0008927352444766117,19.0,19.0,1.9497922998986827,32.0,32.0,3.77297718903437,51.0,51.0,1.0,0.025125628140703522,0.023801570574677192,0.040449603828052,1.0,0.026438569206842923,0.174287505825482
IND343001AAA,1,1,2,5,2,7,0.002030517973641578,0.00019935601359115143,2.0,1.0,1.3153846153846154,5.0,5.0,2.034482758620689,7.0,6.0,0.8571428571428571,0.003015075376884422,0.009220084940002683,0.004355836523226385,0.8571428571428571,0.003110419906687403,0.13296794894129874
IND306902AAA,1,1,2,2,1,3,0.0008143964271640615,0.0004199093876936709,1.0,1.0,1.5185185185185186,2.0,2.0,1.557692307692308,3.0,3.0,1.0,0.0010050251256281408,0.003697974768389217,0.015836714242890168,1.0,0.0015552099533437014,0.15457637431508392
IND307001AAA,1,1,2,2,2,4,0.001220500021892377,0.00035782665514450245,2.0,2.0,1.557692307692308,2.0,2.0,1.4,4.0,4.0,1.0,0.0015075376884422112,0.005541991756389753,0.012605005529296512,1.0,0.002073613271124935,0.15459442545773605
IND311001AAA,2,1,3,14,5,19,0.002012274326079659,0.0005997660623154031,5.0,5.0,1.8461538461538465,14.0,14.0,2.1053359683794466,19.0,19.0,1.0,0.009045226130653268,0.009137245003434826,0.025199130468894645,1.0,0.009849663037843442,0.16106289333297746
IND313324AAA,1,1,2,5,14,19,0.002010085088372229,0.0006254843889500718,14.0,14.0,1.798758865248227,5.0,5.0,1.8461538461538465,19.0,19.0,1.0,0.009045226130653268,0.009127304211046683,0.026537894677098297,1.0,0.009849663037843442,0.16132816097652117
IND311301AAA,0,1,1,0,6,6,0.0,0.00011567822643110314,6.0,6.0,4.365546218487395,0.0,0.0,0.0,6.0,6.0,1.0,0.0025125628140703522,0.0,0.0,1.0,0.003110419906687403,0.1510947036895207
IND312001AAA,2,2,4,22,19,41,0.002422391523271597,0.0007935599110734063,19.0,17.0,1.46181676111097,22.0,22.0,1.8423225096312605,41.0,39.0,0.9512195121951219,0.020100502512562818,0.010999486777480291,0.035287044514496345,0.9512195121951219,0.02021772939346812,0.16054799246369855
IND312601AAA,1,1,2,6,6,12,0.0008103828247004393,0.00032869326454032277,6.0,3.0,1.1615853658536586,6.0,4.0,1.358416130917592,12.0,7.0,0.5833333333333334,0.005527638190954774,0.003679749982344288,0.011088470602334505,0.5833333333333334,0.0036288232244686366,0.09256386464746197
IND312403AAA,1,1,2,7,9,16,0.0008060043492855788,0.00045151348004795794,9.0,9.0,1.608695652173913,7.0,7.0,2.466666666666667,16.0,16.0,1.0,0.007537688442211056,0.0036598683975680017,0.017481861233894128,1.0,0.00829445308449974,0.15753992941939854
IND458664AAA,1,1,2,6,7,13,0.000808193586993009,0.0003950641618855564,7.0,7.0,2.466666666666667,6.0,3.0,1.1615853658536586,13.0,10.0,0.7692307692307693,0.006030150753768845,0.0036698091899561446,0.014543399186699696,0.7692307692307693,0.005184033177812338,0.12149589018455843
IND312605AAB,2,2,4,14,19,33,0.0020184771662507114,0.0009005430226259873,19.0,19.0,2.085115864527629,14.0,14.0,1.8198692992213572,33.0,33.0,1.0,0.016080402010050253,0.009165410581867896,0.040856036722402456,1.0,0.017107309486780714,0.16704875691547713
IND458001AAB,1,1,2,12,11,23,0.0004053738488258389,0.00059764766506217,11.0,11.0,1.5185185185185186,12.0,12.0,1.7878787878787876,23.0,23.0,1.0,0.01105527638190955,0.0018407033905378227,0.025088857570440888,1.0,0.011923276308968377,0.16003025790354528
IND327001AAB,1,1,2,8,4,12,0.0012139323087700864,0.0002961202529456966,4.0,4.0,1.4112903225806452,8.0,8.0,2.741721854304636,12.0,12.0,1.0,0.005527638190954774,0.005512169379225325,0.009392886644025784,1.0,0.006220839813374806,0.15557165519335642
IND321001AAA,2,2,4,9,13,22,0.00040336704759402775,0.0007235101286101215,13.0,9.0,3.721100325931302,9.0,8.0,1.4460852194047809,22.0,17.0,0.7727272727272727,0.010552763819095479,0.001831590997515358,0.03164061203518097,0.7727272727272727,0.008812856402280975,0.12665523048062197
IND321401AAB,2,0,2,12,0,12,0.0,0.0007584531863171235,0.0,0.0,0.0,12.0,8.0,1.541958591377196,12.0,8.0,0.6666666666666666,0.005527638190954774,0.0,0.03345956844116534,0.6666666666666666,0.00414722654224987,0.10869590721730923
IND321408AAB,0,2,2,0,5,5,0.0,0.00011567822643110314,5.0,5.0,3.886933379120879,0.0,0.0,0.0,5.0,5.0,1.0,0.0020100502512562816,0.0,0.0,1.0,0.002592016588906169,0.15089131505115
IND322201AAA,1,2,3,15,14,29,2.8460090196593547e-05,0.0005679689398841071,14.0,14.0,1.9451504584786257,15.0,15.0,2.347826086956522,29.0,29.0,1.0,0.014070351758793972,0.00012923030104585972,0.02354393532188593,1.0,0.01503369621565578,0.1605137370116855
IND322241AAA,1,1,2,14,15,29,2.773034429411679e-05,0.0005326427338497631,15.0,15.0,2.347826086956522,14.0,14.0,1.6071428571428572,29.0,29.0,1.0,0.014070351758793972,0.0001259167035831454,0.021705034178657764,1.0,0.01503369621565578,0.16014512838367417
IND331022A1B,0,1,1,0,1,1,0.0,0.00011567822643110314,1.0,1.0,2.6122448979591835,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0005184033177812338,0.1500777604976672
IND331001A1C,1,0,1,1,0,1,0.0,0.0002140096090239455,0.0,0.0,0.0,1.0,1.0,2.6122448979591835,1.0,1.0,1.0,0.0,0.0,0.005118627561912247,1.0,0.0005184033177812338,0.15110148601004963
IND331023AAA,1,1,2,5,3,8,0.0012106484522089408,0.0006051470126073627,3.0,1.0,1.1612903225806452,5.0,5.0,2.8,8.0,6.0,0.75,0.0035175879396984926,0.0054972581906431095,0.025479235149083585,0.75,0.003110419906687403,0.12031612154840522
IND331304AAA,1,1,2,3,4,7,0.0012084592145015106,0.0006296846165413051,4.0,4.0,4.10402097902098,3.0,1.0,1.1612903225806452,7.0,5.0,0.7142857142857143,0.003015075376884422,0.005487317398254967,0.026756536987903718,0.7142857142857143,0.002592016588906169,0.11500856522255865
IND331507AAA,0,1,1,0,3,3,0.0,0.00011567822643110314,3.0,3.0,2.4011976047904198,0.0,0.0,0.0,3.0,3.0,1.0,0.0010050251256281408,0.0,0.0,1.0,0.0015552099533437014,0.1504845377744086
IND331701AAA,1,1,2,1,2,3,0.00040318461111840865,0.0002432595929639846,2.0,2.0,5.484375,1.0,1.0,1.7142857142857142,3.0,3.0,1.0,0.0010050251256281408,0.0018307625981496798,0.006641231740081028,1.0,0.0015552099533437014,0.1522704747719622
IND333001AAA,1,1,2,3,3,6,0.0,0.00019352101449081457,3.0,2.0,1.3783783783783785,3.0,2.0,1.271186440677966,6.0,4.0,0.6666666666666666,0.0025125628140703522,0.0,0.004052096390308824,0.6666666666666666,0.002073613271124935,0.10174960197224808
IND333028AAA,2,2,4,5,2,7,0.00203234233839777,0.0003321410157253223,2.0,1.0,1.7689125295508275,5.0,4.0,1.4157415250851089,7.0,5.0,0.7142857142857143,0.003015075376884422,0.00922836893365947,0.01126794284992028,0.7142857142857143,0.002592016588906169,0.11284610927881308
IND333031AAA,2,1,3,15,5,20,0.0012128376899163712,0.0005750071361510759,5.0,5.0,2.8,15.0,15.0,1.9363860115714822,20.0,20.0,1.0,0.00954773869346734,0.005507198983031253,0.023910307729639264,1.0,0.010368066355624676,0.1601010059183962
IND333042AAA,1,1,2,14,13,27,0.0,0.0004789445707097565,13.0,13.0,1.605263157894737,14.0,12.0,1.5889689578713968,27.0,25.0,0.9259259259259259,0.013065326633165831,0.0,0.018909783154774516,0.9259259259259259,0.012960082944530845,0.1478811896198149
IND334001AAB,1,1,2,10,2,12,0.00020250448793730024,0.0003751541866301413,2.0,2.0,1.8986105080330007,10.0,10.0,1.62012987012987,12.0,12.0,1.0,0.005527638190954774,0.0009195232959032327,0.013506987967696085,1.0,0.006220839813374806,0.15524631393725993
IND334001AAC,1,2,3,3,6,9,0.004596669439701096,0.00019352101449081457,6.0,6.0,1.6680555555555556,3.0,3.0,1.588235294117647,9.0,9.0,1.0,0.004020100502512563,0.020872350417637704,0.004052096390308824,1.0,0.004665629860031105,0.157733376487104
IND332713AAA,1,2,3,2,7,9,0.0008143964271640615,0.0003340814669366994,7.0,7.0,2.489145898744113,2.0,2.0,1.75422138836773,9.0,9.0,1.0,0.004020100502512563,0.003697974768389217,0.011368952789892625,1.0,0.004665629860031105,0.15490315385470865
IND332709AAA,1,0,1,6,0,6,0.0,0.0003591376884826645,0.0,0.0,0.0,6.0,6.0,2.917067307692308,6.0,6.0,1.0,0.0025125628140703522,0.0,0.012673251202268372,1.0,0.003110419906687403,0.15362935392997437
IND332715AAB,1,0,1,1,0,1,0.0,0.0001562548034396967,0.0,0.0,0.0,1.0,1.0,2.061224489795918,1.0,1.0,1.0,0.0,0.0,0.0021122085337113962,1.0,0.0005184033177812338,0.15050020220440946
IND333502AAA,1,0,1,1,0,1,0.0,0.0002569376704531262,0.0,0.0,0.0,1.0,0.0,1.148936170212766,1.0,0.0,0.0,0.0,0.0,0.007353242316803946,0.0,0.0,0.0014706484633607894
IND333504AAA,1,1,2,1,2,3,0.001220500021892377,0.0002569376704531262,2.0,2.0,1.75422138836773,1.0,1.0,2.388888888888889,3.0,3.0,1.0,0.0010050251256281408,0.005541991756389753,0.007353242316803946,1.0,0.0015552099533437014,0.1533406841768668
IND334803AAA,2,1,3,6,3,9,0.0004031846111184086,0.0005445087227321171,3.0,3.0,1.975,6.0,6.0,1.804860809572056,9.0,9.0,1.0,0.004020100502512563,0.0018307625981496796,0.022322716714395674,1.0,0.004665629860031105,0.15662710359704937
IND341001AAC,2,2,4,5,9,14,0.005198344936293183,0.0006339442461795116,9.0,9.0,1.719124344124344,5.0,5.0,1.8,14.0,14.0,1.0,0.006532663316582915,0.02360441152564569,0.02697827146467745,1.0,0.007257646448937273,0.16401856997083322
IND335001AAA,1,1,2,6,10,16,0.002811346089291708,0.0004803159042063859,10.0,10.0,1.824264705882353,6.0,6.0,1.790516206482593,16.0,16.0,1.0,0.007537688442211056,0.012765634225107037,0.018981167744793814,1.0,0.00829445308449974,0.16011623217846324
IND335051AAA,1,1,2,7,10,17,0.0016105492067662033,0.000768444526762985,10.0,9.0,1.9666224354394202,7.0,3.0,1.0638297872340423,17.0,12.0,0.7058823529411765,0.008040201005025126,0.007313109600210571,0.03397966639197314,0.7058823529411765,0.006220839813374806,0.11744973984288624
IND335803AAA,1,1,2,9,7,16,0.0,0.0006626347430940272,7.0,3.0,1.1428571428571428,9.0,9.0,1.3103448275862069,16.0,12.0,0.75,0.007537688442211056,0.0,0.028471751617190715,0.75,0.006220839813374806,0.12101189840599712
IND335804AAD,2,2,4,8,11,19,0.0016171169198884948,0.0007401315234312482,11.0,4.0,1.1320435964375117,8.0,4.0,1.3214285714285714,19.0,8.0,0.42105263157894735,0.009045226130653268,0.007342931977375004,0.03250583661969767,0.42105263157894735,0.00414722654224987,0.07437818556912618
IND335701AAA,2,1,3,11,7,18,0.0016127384444736337,0.0007668813082366917,7.0,3.0,1.0638297872340423,11.0,5.0,1.1706949122269852,18.0,8.0,0.4444444444444444,0.008542713567839198,0.007323050392598715,0.03389829325124239,0.4444444444444444,0.00414722654224987,0.0780348502883621
IND335703AAA,1,1,2,9,9,18,0.0,0.0006303195731407325,9.0,4.0,1.15625,9.0,3.0,1.0789473684210529,18.0,7.0,0.3888888888888889,0.008542713567839198,0.0,0.02678958957258978,0.3888888888888889,0.0036288232244686366,0.06637125312348138
IND341030AAA,1,1,2,2,3,5,0.0,0.00023534736589140635,3.0,3.0,1.4666666666666666,2.0,2.0,1.8787248787248787,5.0,5.0,1.0,0.0020100502512562816,0.0,0.006229361770373562,1.0,0.002592016588906169,0.1521371874052247
IND341303AAA,2,1,3,10,14,24,0.005193966460878322,0.0007347125305271142,14.0,14.0,1.6733333333333333,10.0,10.0,1.513095238095238,24.0,24.0,1.0,0.01155778894472362,0.0235845299408694,0.032223751636190824,1.0,0.012441679626749611,0.16709658199264885
IND341306AAA,1,1,2,14,4,18,0.005191777223170892,0.0007407320124416857,4.0,4.0,2.3205882352941174,14.0,14.0,1.6733333333333333,18.0,18.0,1.0,0.008542713567839198,0.02357458914848126,0.03253709499844109,1.0,0.00933125972006221,0.16593643363677765
IND341503AAB,1,1,2,12,12,24,0.0,0.0006093410829895192,12.0,12.0,2.060606060606061,12.0,12.0,1.897058823529412,24.0,24.0,1.0,0.01155778894472362,0.0,0.025697556947156915,1.0,0.012441679626749611,0.15989521056962472
IND341510AAB,2,1,3,13,14,27,0.0016105492067662042,0.0006741472584643074,14.0,14.0,2.372727272727273,13.0,13.0,2.07399235069138,27.0,27.0,1.0,0.013065326633165831,0.007313109600210576,0.02907103413440353,1.0,0.013996889580093312,0.1630083493222388
IND341505AAA,1,2,3,5,13,18,0.0016149276821810646,0.0006307443471025155,13.0,13.0,1.9922187321530553,5.0,5.0,1.7272727272727273,18.0,18.0,1.0,0.008542713567839198,0.007332991184986861,0.026811701126917938,1.0,0.00933125972006221,0.16073095537159943
IND342601AAA,1,2,3,9,9,18,0.0,0.00047501976400611513,9.0,9.0,1.932357055429271,9.0,9.0,2.142857142857143,18.0,18.0,1.0,0.008542713567839198,0.0,0.018705477843095727,1.0,0.00933125972006221,0.15727646291858827
IND342902A1B,2,1,3,7,9,16,0.001403301370462805,0.00042467182499692294,9.0,9.0,2.342391304347826,7.0,7.0,1.8156397302013074,16.0,16.0,1.0,0.007537688442211056,0.006372047920799699,0.016084622308448877,1.0,0.00829445308449974,0.15793852651511742
IND342902AAA,2,1,3,8,5,13,0.001403301370462805,0.0004498457945015191,5.0,5.0,2.3870967741935485,8.0,8.0,2.0582066869300912,13.0,13.0,1.0,0.006030150753768845,0.006372047920799699,0.017395050075772304,1.0,0.00673924313115604,0.15759044615346998
IND344022AAB,1,2,3,4,10,14,0.001619306157595925,0.0002753855764644418,10.0,8.0,2.4151138716356106,4.0,4.0,1.773333333333333,14.0,12.0,0.8571428571428571,0.006532663316582915,0.007352872769763147,0.008313545708042547,0.8571428571428571,0.006220839813374806,0.1346386477066298
IND342301AAA,4,1,5,16,14,30,0.0016105492067662042,0.000559573532585971,14.0,14.0,5.859375,16.0,14.0,2.0748956400742116,30.0,28.0,0.9333333333333333,0.014572864321608042,0.007313109600210576,0.023106913467249194,0.9333333333333333,0.014515292897874546,0.15227017010858568
IND343029AAB,1,1,2,2,2,4,0.001625873870718216,0.0002850208841859093,2.0,2.0,1.4,2.0,1.0,1.3153846153846154,4.0,3.0,0.75,0.0015075376884422112,0.007382695146927577,0.008815110420854786,0.75,0.0015552099533437014,0.11671886178601495
IND344001AAA,1,3,4,9,13,22,0.0008103828247004393,0.00032628397436201546,13.0,7.0,1.41399423398439,9.0,7.0,1.4492753623188406,22.0,14.0,0.6363636363636364,0.010552763819095479,0.003679749982344288,0.010963055309819069,0.6363636363636364,0.007257646448937273,0.1022939319342098
IND345001AAA,1,2,3,6,5,11,0.0,0.00024371451351054148,5.0,5.0,1.5438311688311688,6.0,0.0,0.7725949468511297,11.0,5.0,0.45454545454545453,0.005025125628140704,0.0,0.006664912571029253,0.45454545454545453,0.002592016588906169,0.07115988459139512
IND345021AAA,2,1,3,7,10,17,0.0,0.00034542766330277256,10.0,8.0,1.4492424242424242,7.0,7.0,1.5438311688311688,17.0,15.0,0.8823529411764706,0.008040201005025126,0.0,0.011959577592583828,0.8823529411764706,0.0077760497667185065,0.1379213144112514
IND360003AAA,0,1,1,0,2,2,0.0,0.00011567822643110314,2.0,2.0,2.102307692307692,0.0,0.0,0.0,2.0,2.0,1.0,0.0005025125628140704,0.0,0.0,1.0,0.0010368066355624676,0.15028114913603788
IND360311AAA,1,1,2,2,1,3,3.648729512383788e-07,0.0002140096090239455,1.0,1.0,1.3777777777777778,2.0,2.0,2.102307692307692,3.0,3.0,1.0,0.0010050251256281408,1.6567987313571761e-06,0.005118627561912247,1.0,0.0015552099533437014,0.15150867748647387
IND360050AAA,1,0,1,1,0,1,0.0,0.00029759875672531765,0.0,0.0,0.0,1.0,1.0,1.3777777777777778,1.0,1.0,1.0,0.0,0.0,0.009469849969438345,1.0,0.0005184033177812338,0.15197173049155485
IND360370AAA,1,1,2,10,1,11,7.662331976005956e-06,0.0005414990623014553,1.0,1.0,2.4615384615384617,10.0,10.0,2.0652173913043477,11.0,11.0,1.0,0.005025125628140704,3.47927733585007e-05,0.022166049225073668,1.0,0.005702436495593571,0.15655355491972855
IND360410AAA,1,1,2,1,2,3,7.662331976005956e-06,0.0005767415175108623,2.0,2.0,2.824175824175825,1.0,1.0,2.4615384615384617,3.0,3.0,1.0,0.0010050251256281408,3.47927733585007e-05,0.024000590729806454,1.0,0.0015552099533437014,0.1552933541137095
IND360490AAA,1,1,2,2,10,12,7.662331976005956e-06,0.0006050322959857785,10.0,10.0,2.309220985691574,2.0,2.0,2.824175824175825,12.0,12.0,1.0,0.005527638190954774,3.47927733585007e-05,0.02547326358999871,1.0,0.006220839813374806,0.1574183864310843
IND362001AAA,3,4,7,36,37,73,4.050089758746005e-05,0.0018531506439313783,37.0,37.0,1.8996543833063537,36.0,36.0,1.978695552444455,73.0,73.0,1.0,0.03618090452261307,0.00018390465918064654,0.09044390478169252,1.0,0.03784344219803007,0.18285649958149144
IND360510AAB,1,1,2,10,13,23,7.662331976005956e-06,0.000613014708359554,13.0,12.0,1.4230769230769231,10.0,10.0,1.7375,23.0,22.0,0.9565217391304348,0.01105527638190955,3.47927733585007e-05,0.02588878704659588,0.9565217391304348,0.011404872991187143,0.1531392665163795
IND360530AAB,1,1,2,13,15,28,7.662331976005956e-06,0.0006357756499118245,15.0,15.0,2.0,13.0,12.0,1.4230769230769231,28.0,27.0,0.9642857142857143,0.0135678391959799,3.47927733585007e-05,0.027073604952054745,0.9642857142857143,0.013996889580093312,0.15555776956261666
IND360575AAA,1,1,2,11,10,21,7.662331976005956e-06,0.0005840811458884905,10.0,10.0,1.7375,11.0,11.0,1.4819277108433735,21.0,21.0,1.0,0.010050251256281409,3.47927733585007e-05,0.024382654147581034,1.0,0.01088646967340591,0.15903076228793706
IND361001AAA,0,1,1,0,16,16,0.0,0.00011567822643110314,16.0,16.0,1.733653846153846,0.0,0.0,0.0,16.0,16.0,1.0,0.007537688442211056,0.0,0.0,1.0,0.00829445308449974,0.1531285900732277
