center,in_degree,out_degree,total_degree,weighted_in_degree,weighted_out_degree,weighted_total_degree,betweenness_centrality,pagerank,source_trips,source_delayed_trips,source_avg_delay_ratio,destination_trips,destination_delayed_trips,destination_avg_delay_ratio,total_trips_handled,total_delayed_trips_handled,hub_delay_rate,weighted_total_degree_scaled,betweenness_centrality_scaled,pagerank_scaled,hub_delay_rate_scaled,total_delayed_trips_handled_scaled,bottleneck_score
IND110030AAD,2,1,3,58,7,65,0.0,0.0006114980746133295,7.0,7.0,3.106382978723404,58.0,55.0,1.629199372056515,65.0,62.0,0.9538461538461539,0.032160804020100506,0.0,0.025809838870641765,0.9538461538461539,0.0321410057024365,0.16110024271144202
IND110037AAK,1,1,2,39,43,82,0.0,0.000718802036205732,43.0,43.0,2.1842105263157894,39.0,39.0,1.8157894736842104,82.0,82.0,1.0,0.040703517587939705,0.0,0.03139553288639158,1.0,0.04250907205806117,0.1728313467829724
IND110043AAA,3,2,5,32,38,70,0.0012117430710626561,0.001540041209607252,38.0,36.0,3.375,32.0,32.0,1.9304175293305728,70.0,68.0,0.9714285714285714,0.03467336683417086,0.005502228586837182,0.07414503316852264,0.9714285714285714,0.0352514256091239,0.17587490504461084
IND110043AAC,1,1,2,9,1,10,0.0,0.00025486064407140215,1.0,1.0,1.6206896551724137,9.0,9.0,1.945454545454545,10.0,10.0,1.0,0.004522613065326634,0.0,0.007245122973782673,1.0,0.005184033177812338,0.15335728283776004
IND110052AAA,1,1,2,2,10,12,0.0,0.0001466076525733918,10.0,10.0,1.6617866004962778,2.0,2.0,1.500324464633355,12.0,12.0,1.0,0.005527638190954774,0.0,0.00161002732750726,1.0,0.006220839813374806,0.15263704098524639
IND110064AAA,2,3,5,50,42,92,0.0008114774435541545,0.0008940337795451496,42.0,42.0,2.5274725274725274,50.0,45.0,3.4985143442622952,92.0,87.0,0.9456521739130435,0.04572864321608041,0.0036847203785383593,0.04051719890519487,0.9456521739130435,0.04510108864696734,0.16906977006369528
IND110085AAB,4,5,9,50,18,68,0.002426405125735219,0.0015029223211013455,18.0,15.0,2.5026862026862027,50.0,48.0,2.579653761244926,68.0,63.0,0.9264705882352942,0.033668341708542715,0.01101771156352522,0.07221281416820004,0.9264705882352942,0.03265940902021773,0.1694835757399838
IND110092AAC,3,2,5,7,7,14,0.0008085584599442474,0.0003449844991590602,7.0,7.0,2.7231195756991324,7.0,7.0,2.3577682852981128,14.0,14.0,1.0,0.006532663316582915,0.003671465988687502,0.011936508739684139,1.0,0.007257646448937273,0.15602698104159501
IND110095AAB,1,1,2,36,1,37,0.0,0.0006724078969922991,1.0,1.0,1.5211267605633805,36.0,21.0,1.9802631578947367,37.0,22.0,0.5945945945945946,0.018090452261306535,0.0,0.028980491895130692,0.5945945945945946,0.011404872991187143,0.10121863158222004
IND121002AAB,1,1,2,57,29,86,0.0,0.00099716687148633,29.0,29.0,2.09375,57.0,57.0,1.876923076923077,86.0,86.0,1.0,0.042713567839195984,0.0,0.045885778833956926,1.0,0.044582685329186106,0.17654295052596827
IND121004AAB,9,7,16,145,169,314,0.004889860262105325,0.0036207145776391736,169.0,169.0,2.0911134842169323,145.0,144.0,4.5458842110330915,314.0,313.0,0.9968152866242038,0.157286432160804,0.02220365815353928,0.1824542195962564,0.9968152866242038,0.16226023846552617,0.2552246952612966
IND122001AAA,2,5,7,59,26,85,0.0020730410785450293,0.0011790874017805445,26.0,25.0,2.9778713442506546,59.0,55.0,3.1675046086810794,85.0,80.0,0.9411764705882353,0.042211055276381915,0.009413171947461833,0.05535562880339527,0.9411764705882353,0.041472265422498704,0.1713744929682501
IND122015AAC,1,0,1,2,0,2,0.0,0.0001466076525733918,0.0,0.0,0.0,2.0,2.0,2.4449579831932775,2.0,2.0,1.0,0.0005025125628140704,0.0,0.00161002732750726,1.0,0.0010368066355624676,0.15060315460153934
IND124103AAA,1,1,2,13,9,22,0.0,0.00031671949635597946,9.0,9.0,1.8846153846153848,13.0,13.0,1.8333333333333333,22.0,22.0,1.0,0.010552763819095479,0.0,0.010465177628797194,1.0,0.011404872991187143,0.15644195742921138
IND124112AAA,1,3,4,7,8,15,0.0,0.00022393121792911347,8.0,8.0,2.329438275090449,7.0,7.0,2.157303370786517,15.0,15.0,1.0,0.007035175879396985,0.0,0.005635095646275412,1.0,0.0077760497667185065,0.15405222056411208
IND125001AAA,7,8,15,27,46,73,0.008983895887731644,0.0018607735687604212,46.0,46.0,3.2247411677086553,27.0,27.0,3.453043433656515,73.0,73.0,1.0,0.03618090452261307,0.04079367149283256,0.09084071516006265,1.0,0.03784344219803007,0.19308830336557845
IND125005AAA,4,5,9,9,14,23,0.005489070491369179,0.0007528583232754795,14.0,14.0,2.0317258805313765,9.0,9.0,2.2630444966512067,23.0,23.0,1.0,0.01105527638190955,0.024924525086237725,0.03316832856011268,1.0,0.011923276308968377,0.16741710752540462
IND125033AAA,2,2,4,6,5,11,0.0,0.0002417815254186071,5.0,5.0,2.031045751633987,6.0,6.0,2.00375807102502,11.0,11.0,1.0,0.005025125628140704,0.0,0.006564291122786303,1.0,0.005702436495593571,0.15342450510593147
IND127021AAA,2,1,3,11,8,19,0.0012128376899163712,0.00041582656663318384,8.0,8.0,1.8421052631578947,11.0,11.0,1.9145299145299144,19.0,19.0,1.0,0.009045226130653268,0.005507198983031253,0.015624183514047492,1.0,0.009849663037843442,0.15824039243690713
IND131028AAB,20,20,40,329,245,574,0.04783690260196255,0.0064462874098378505,245.0,244.0,2.391246248224161,329.0,326.0,2.492843726122575,574.0,570.0,0.9930313588850174,0.2879396984924623,0.2172156617090773,0.32953905249207066,0.9930313588850174,0.2954898911353033,0.3854748380518471
IND201001AAC,2,2,4,12,3,15,5.091518278193724e-05,0.0003217343815121545,3.0,3.0,2.1500668449197864,12.0,11.0,1.9674254317111461,15.0,14.0,0.9333333333333333,0.007035175879396985,0.0002311933782803778,0.01072622683509698,0.9333333333333333,0.007257646448937273,0.14505048464877932
IND201007AAA,8,5,13,49,21,70,0.0037709810634413326,0.0018149826746111546,21.0,20.0,2.6308485955208893,49.0,47.0,2.7970456156010597,70.0,67.0,0.9571428571428572,0.03467336683417086,0.017123101673271884,0.08845707601357003,0.9571428571428572,0.03473302229134267,0.17942191424470466
